MapUnit,FieldSampleID,AlternateSampleID,SiO2,TiO2,Al2O3,FeOt,MgO,CaO,Na2O,K2O,P2O5,MnO,La,Ce,Nd,Sc,V,Cr,Ni,Cu,Zn,Ga,Zr,Ba,Cs,Nb,Pb,Rb,Sr,Th,U,Y,LocationConfidenceMeters,LocationSourceID,AnalysisSourceID,MaterialAnalyzed,DateAnalysis,Latitude,Longitude
Tggc,10BV-G1422,null,55.67,1.982,13.91,10.83,3.569,7.253,3.078,1.858,0.35,0.195,23.1,51.2,26.6,32.8,334.1,11.2,11.1,19.9,125.7,21.2,178,757,,11.8,8.6,54.1,341.2,4.8,3.3,35.3,20,EvartsUnpubBridalVeil,WSU,whole rock,3/25/2011 0:00,45.565056,-122.159634
Tggc,10BV-G1423,null,54.31,1.966,13.49,11.7,3.584,7.044,2.943,1.677,0.346,0.189,20.4,52,28.3,30.7,336.1,10.6,13,25.2,122.9,21.3,174.9,700.4,,12,9.2,49.5,332.1,4.8,0.1,36.1,20,EvartsUnpubBridalVeil,WSU,whole rock,3/26/2011 0:00,45.565176,-122.159844
Tgwr,10BV-G1424,null,54.22,2.355,13.48,12.12,3.392,7.008,3.003,1.944,0.371,0.193,24.8,58.1,31.8,30.1,369.6,6.4,10.6,19,129.9,22,200.6,723.7,,12.7,9,55.4,320.2,6.5,1.7,36.7,20,EvartsUnpubBridalVeil,WSU,whole rock,3/26/2011 0:00,45.565536,-122.160044
Tgwr,10BV-G1425,null,54.01,2.262,13.43,12.14,3.53,7.058,3.217,1.761,0.359,0.195,25.8,56.6,27.6,31.2,403.9,5.9,10.7,16.5,130.3,21.2,185.9,688.4,,12.7,7.9,49.5,336.1,5.3,0.9,36.6,20,EvartsUnpubBridalVeil,WSU,whole rock,3/26/2011 0:00,45.567536,-122.159944
Tgsbmc,10BV-G1426,null,52.95,1.985,13.68,12.36,4.736,8.505,2.944,1.225,0.335,0.214,17.4,40,23.1,37.4,324.8,35.1,16,29.3,122,19.9,169.3,496.5,,12.2,5.4,29.2,315.6,1.8,1.6,36.4,20,EvartsUnpubMultnomahFalls,WSU,whole rock,3/26/2011 0:00,45.569536,-122.061464
Tgsbsf,10BV-G1427,null,53.06,1.795,13.93,11.35,5.048,8.754,2.889,1.164,0.28,0.197,20.6,45,24.5,37.2,323.6,43.8,18.6,35.8,118.2,19.7,157,465.2,,11.4,4.8,29.8,311.4,2.4,2.4,33.3,20,EvartsUnpubMultnomahFalls,WSU,whole rock,3/26/2011 0:00,45.569586,-122.060564
Twfsh,10BV-G1428,null,50.72,2.971,13.33,13.53,4.4,8.381,2.821,1.341,0.572,0.216,24.8,52.9,30.9,37.7,425.7,38.1,20.8,29.5,145.9,22.1,193.2,565.1,,14.4,6.1,33.4,324.9,2.9,1.7,42.1,20,EvartsUnpubMultnomahFalls,WSU,whole rock,3/26/2011 0:00,45.569886,-122.059884
Twfsh,10BV-G1429,null,50.88,2.921,13.08,14.07,4.394,8.361,2.869,1.3,0.564,0.223,25.5,57.1,30.8,36.4,422.4,39.4,20.3,28.4,138.8,21.4,188.5,571.9,,14.2,5.4,32.5,322.1,3,2,40.7,20,EvartsUnpubMultnomahFalls,WSU,whole rock,3/26/2011 0:00,45.570126,-122.059214
Twfsh,10BV-G1432,null,51.11,2.965,13.18,13.85,4.432,8.352,2.795,1.522,0.579,0.219,22,55.6,29.5,37.8,424.4,39.7,20.1,26.6,140.7,20.7,191.2,567.6,,14.3,6.2,37.9,319.3,3.5,1.6,41.9,20,EvartsUnpubMultnomahFalls,WSU,whole rock,3/26/2011 0:00,45.573386,-122.062634
Tgsbsf,10BV-G1433,null,53.01,1.794,14,11.22,4.95,8.795,2.81,1.272,0.281,0.196,20.8,41.3,23.5,36.2,323,42,19.8,39.3,113.1,20.4,158.4,457.9,,11.2,4.7,30,312.5,2.6,3.1,33.9,20,EvartsUnpubMultnomahFalls,WSU,whole rock,3/26/2011 0:00,45.573226,-122.063634
Tgsbmc,10BV-G1434,null,52.52,2.032,14.04,12.06,4.722,8.58,2.896,1.198,0.342,0.211,18.4,42.4,23.6,37.4,329.1,33.7,16,26.4,127.5,20.6,172.9,499.6,,11.7,6.1,24.2,317.8,2.8,1.7,34.9,20,EvartsUnpubMultnomahFalls,WSU,whole rock,3/26/2011 0:00,45.573176,-122.063894
Tgww,10BV-G1435,null,55.03,2.098,13.18,12.33,3.291,6.984,3.149,1.769,0.363,0.206,25.4,55.1,28.2,33.2,351.9,4.2,5.4,8.6,132.3,23,190.8,636.4,,13.9,9.6,50.9,315.5,5.7,2.1,38.4,20,EvartsUnpubMultnomahFalls,WSU,whole rock,3/26/2011 0:00,45.573256,-122.064714
Tgo,10BV-G1436,null,55.66,1.794,13.59,11.2,3.462,7.082,3.138,1.732,0.32,0.186,25.6,56.2,27.7,32,293.2,6,7.5,12.5,121.7,20.9,186.6,670.3,,13.1,9,52.1,308.4,6.5,3.3,36,20,EvartsUnpubMultnomahFalls,WSU,whole rock,3/26/2011 0:00,45.573476,-122.065714
Tggc,10BV-G1437,null,55.07,1.924,13.65,11.52,3.648,7.2,3.113,1.75,0.316,0.193,20.9,54.4,27.9,31.6,332.5,10.6,10.8,19.9,120.2,21.7,175.2,666.1,,11.9,7.7,50.7,322.5,5,2.2,33.6,20,EvartsUnpubMultnomahFalls,WSU,whole rock,3/26/2011 0:00,45.580556,-122.070214
Tggc,10BV-G1438,null,55.55,1.951,13.48,11.36,3.343,6.918,3.119,1.903,0.316,0.185,25.9,54.2,26.3,30.8,336.1,6.5,9.6,18,122.9,22.5,191.7,695.1,,12.8,9.5,54.3,313.2,6.6,2.9,34.5,20,EvartsUnpubMultnomahFalls,WSU,whole rock,3/26/2011 0:00,45.580676,-122.069464
Tgo,10BV-G1439A,null,55.14,2.041,13.57,11.48,3.54,6.838,3.35,1.637,0.371,0.169,26,51.4,26.3,32.8,342,12.3,12,21.4,124.6,21.1,188.5,670.4,,12.4,8.3,45.9,315.2,3.7,1.7,37.4,20,EvartsUnpubMultnomahFalls,WSU,whole rock,3/26/2011 0:00,45.580926,-122.068794
Tgww,10BV-G1440,null,54.93,2.097,13.25,12.23,3.32,7.026,3.044,1.844,0.36,0.206,26.4,54,29.5,33.6,349,7.1,5.4,9.4,133,22.1,189.8,655.1,,13,10,54.1,326,5.7,2.1,38.3,20,EvartsUnpubMultnomahFalls,WSU,whole rock,3/26/2011 0:00,45.578806,-122.067544
Tgo,10BV-G1441,null,55.86,1.867,13.63,11.33,3.472,7.141,3.106,1.868,0.33,0.189,23.1,56.9,30.9,31.9,307.6,6.2,6.6,12.4,124.3,20.9,186.2,683.1,,13.4,9.6,53.3,320.3,4.3,1.4,36.1,20,EvartsUnpubMultnomahFalls,WSU,whole rock,3/26/2011 0:00,45.577956,-122.067794
Tggc,10BV-G1442,null,55.75,1.952,13.54,11.42,3.374,6.939,3.036,2.076,0.309,0.183,21.2,54.8,28.3,31.2,334.6,6.8,10,19.6,122.7,22.7,190.4,698.9,,13,9.1,55,311.9,4.8,1.2,35.9,20,EvartsUnpubMultnomahFalls,WSU,whole rock,3/26/2011 0:00,45.577376,-122.068294
Tggc,10BV-G1443,null,55.82,1.966,13.55,11.4,3.347,6.902,3.017,2.037,0.318,0.188,25.6,53.6,29.1,30.7,335.1,4.9,9.3,17.9,124.1,21.7,192.7,708.7,,13.1,10.6,53.7,308.7,4.6,1.3,37.3,20,EvartsUnpubMultnomahFalls,WSU,whole rock,4/19/2011 13:15,45.577006,-122.068964
Twfsh,10BV-G1445,null,50.73,2.853,13.03,13.52,4.049,8.236,2.891,1.147,0.564,0.215,28.1,54.2,30.7,37.7,403.4,37.6,19.5,29.3,141.4,22.6,192,565.8,,14.5,6,26.9,322.8,3,2.7,42.1,20,EvartsUnpubMultnomahFalls,WSU,whole rock,4/21/2011 8:22,45.587136,-122.014494
Tgsbsf,10BV-G1446,null,53.15,1.807,14.17,11.11,5.002,8.912,2.729,1.164,0.29,0.212,19.5,42.7,21.7,37.5,323.7,46,19.8,38.3,115.6,20.3,158.5,500.4,,11.6,4.5,29.5,317.6,2.7,1.1,32.7,20,EvartsUnpubMultnomahFalls,WSU,whole rock,4/21/2011 9:28,45.588956,-122.014504
Twfsh,10BV-G1448,null,50.75,2.961,13.1,14.12,4.419,8.339,2.698,1.413,0.566,0.225,22.8,62.1,31.3,37.4,419.8,39,19.4,28.8,144,19.9,190.8,587.7,,14.4,6.4,35.9,320.4,2.4,3.2,42.5,20,EvartsUnpubMultnomahFalls,WSU,whole rock,4/21/2011 11:40,45.591286,-122.013684
Tgdg,11BD-R417,null,54.27,2.159,13.34,12.6,3.532,7.14,3.245,1.589,0.368,0.204,23.8,53.2,28.2,34.5,379.7,8.1,7.5,16,125.8,20,179.7,601.6,,12,8.6,46.6,306.3,6.1,2.2,35.4,20,EvartsUnpubBonnevilleDam,WSU,whole rock,5/22/2012 3:18,45.637136,-121.928514
Tgdg,11BD-R417,11BD-R417R,53.71,2.141,13.18,12.51,3.486,7.092,3.198,1.574,0.363,0.203,20.2,46.3,25.4,33.9,376.4,7.7,9.5,15.8,126.2,22.2,177.8,594.8,,11.4,6.2,46.6,303.8,5.9,3.3,35.7,-9,EvartsUnpubBonnevilleDam,WSU,whole rock,5/23/2012 18:08,45.637136,-121.928514
Tgdg,11BD-R418,null,54.28,2.168,13.41,12.71,3.591,7.258,3.29,1.43,0.367,0.207,23.3,50.8,30.2,34.1,388.5,9.8,7.8,19.3,132.5,20.3,179.9,593.3,,12.6,7.3,46,310.6,5.3,2.4,36.4,20,EvartsUnpubBonnevilleDam,WSU,whole rock,5/22/2012 4:24,45.637426,-121.928734
Tgsbmc,11BD-R422,null,53.24,1.984,13.59,12.35,4.445,8.153,2.976,1.271,0.323,0.206,22.3,40,23.3,36.6,335.6,18.7,10.9,25.7,123.2,20.2,165.9,482.4,,12.3,6.2,32.7,316.8,5.9,1.2,34.4,20,EvartsUnpubBonnevilleDam,WSU,whole rock,5/22/2012 7:42,45.699056,-121.986794
Tgsbmc,11BD-R423,null,53.09,1.923,13.75,12.08,4.659,8.431,2.939,1.191,0.294,0.208,17.2,42.6,25.3,36.2,338.8,19.1,14.3,28.3,116.6,20.1,160,466.4,,11.5,5.5,31,320.6,3.7,1.3,33,20,EvartsUnpubBonnevilleDam,WSU,whole rock,5/22/2012 8:48,45.689006,-121.978794
Tgo,11BD-R424,null,55.61,1.955,13.88,11.29,3.476,7.06,3.144,1.814,0.33,0.189,29.5,61.7,31.4,32.7,312.4,4.1,9.4,15.3,126.8,22.4,195.6,691.9,,12.9,8.9,48.8,330.9,7,0.9,38.8,20,EvartsUnpubBonnevilleDam,WSU,whole rock,5/22/2012 9:54,45.688386,-121.978984
Tgwr,11BD-R427,null,55.01,2.343,13.56,12.13,3.368,6.951,3.146,2.021,0.37,0.189,26.3,62.3,32.5,30.2,364.4,6.7,10,19.2,130.5,22,202.4,721.5,,12.6,9.2,57.4,318.8,6.8,2,37.8,20,EvartsUnpubBonnevilleDam,WSU,whole rock,5/22/2012 11:00,45.626506,-121.940684
Tgwr,11BD-R428,null,54.91,2.347,13.38,12.19,3.258,6.868,3.109,1.87,0.406,0.2,24.5,54,30,30.8,363.5,3.2,8.3,15.7,133.9,21.3,193.8,715.1,,12.7,8.9,55.8,336.1,7.1,1.8,37.4,20,EvartsUnpubBonnevilleDam,WSU,whole rock,5/22/2012 12:06,45.626706,-121.939734
Tgwr,11BD-R434,null,53.99,2.263,13.55,12.33,3.599,7.179,3.142,1.816,0.377,0.199,22.9,53.2,29.4,33,408.3,8.5,12,17.7,133.6,21.9,184.7,671.2,,12.3,7.9,54.4,336.8,5.2,2.3,36.7,20,EvartsUnpubBonnevilleDam,WSU,whole rock,5/22/2012 18:42,45.629676,-121.944644
Tgwr,11BD-R435,null,54.21,2.251,13.49,12.11,3.456,7.05,3.186,1.714,0.356,0.192,28.5,55.3,31.9,31.7,395,7.5,9.7,15.6,131.3,20.9,186.4,681.9,,12.5,7.8,51.5,342.1,7,2.6,36.3,20,EvartsUnpubBonnevilleDam,WSU,whole rock,5/22/2012 19:48,45.629636,-121.942544
Tgwr,11BD-R436,null,54.61,2.331,13.64,11.91,3.397,7.103,3.149,1.824,0.378,0.193,26.6,59.3,28.9,30.6,371,6.9,13.4,22.8,130,22.5,201,710.4,,12.4,10.1,54.4,318.1,6.9,1.3,38.8,20,EvartsUnpubBonnevilleDam,WSU,whole rock,5/22/2012 20:54,45.630126,-121.939884
Tgwr,11BD-R438,null,54.49,2.33,13.13,12.3,3.198,6.573,3.31,1.762,0.4,0.185,28.5,59.9,30.7,31.3,363.7,4.2,8.6,16.8,130.6,22.5,192.5,712.8,,13.1,7.7,51.4,319.3,6.9,1.6,37,20,EvartsUnpubBonnevilleDam,WSU,whole rock,5/22/2012 23:06,45.631206,-121.933794
Tgwr,11BD-R439,null,54.9,2.348,13.56,11.83,3.384,6.969,3.101,2.001,0.367,0.189,25.8,55.8,29.4,31.2,372.3,5.3,10.9,28,130.5,21.1,201.5,714.3,,13.4,9.4,58.5,319,7.6,0.7,37.2,20,EvartsUnpubBonnevilleDam,WSU,whole rock,5/23/2012 0:12,45.632336,-121.932734
Tgwr,11BD-R440,null,54.42,2.309,13.49,11.92,3.454,6.991,3.12,1.91,0.363,0.188,25.8,51.5,29.2,32.2,367.6,7.2,10.9,21.5,127.3,20.5,199.1,701,,12.7,8.9,54.2,317,6.5,2.8,37.3,20,EvartsUnpubBonnevilleDam,WSU,whole rock,5/23/2012 1:19,45.632976,-121.932394
Tgwr,11BD-R441,null,54.19,2.242,13.51,12.02,3.47,7.023,3.2,1.698,0.355,0.194,25.6,57,30.6,31.8,394.3,5.8,9.2,26.2,130.5,20.8,184.7,693.5,,11.4,8.6,49.7,337.6,5.8,2.2,34.8,20,EvartsUnpubBonnevilleDam,WSU,whole rock,5/23/2012 2:25,45.633783,-121.932388
Tgo,11BD-R445,null,55.8,1.945,13.62,11.39,3.443,6.956,3.056,2.002,0.332,0.184,23.7,50.9,25,29.5,321.2,9.8,9.8,14.5,125.1,20.4,186.2,689.9,,12.1,8.8,54.2,314.8,5.5,1.2,34.8,20,EvartsUnpubBonnevilleDam,WSU,whole rock,5/23/2012 6:49,45.629809,-121.934439
Tgo,11BD-R446,null,55.22,1.966,13.52,11.71,3.47,6.994,3.181,1.781,0.343,0.19,24.9,57.8,28,30.3,327.7,10.8,10.5,16.6,125.1,21.6,185.7,687.1,,12.2,8.4,50.4,315.1,6.4,1.8,35.9,20,EvartsUnpubBonnevilleDam,WSU,whole rock,5/23/2012 7:55,45.629886,-121.934794
Tgwr,11BD-R448,null,54.87,2.339,13.48,12.22,3.389,6.92,3.11,1.99,0.368,0.188,25.4,57.1,27.7,29.9,364.7,5.6,10.4,18.3,128.6,21,200.8,721.1,,14,9.7,56.5,317.6,7.1,0.7,38.2,20,EvartsUnpubBonnevilleDam,WSU,whole rock,5/23/2012 10:07,45.630306,-121.936514
Tgwr,11BD-R451,null,54.27,2.25,13.48,12.37,3.512,7.065,3.203,1.71,0.356,0.197,28.1,55.2,30.1,32.8,393.8,7.7,9.8,16.6,128.9,23.1,184.2,684.7,,12.1,9.4,50.2,349.4,6.8,1.7,34.8,20,EvartsUnpubBonnevilleDam,WSU,whole rock,5/23/2012 13:25,45.629576,-121.945864
Tgwr,11BD-R472,null,54.43,2.315,13.4,12.6,3.458,7.058,3.241,1.681,0.402,0.199,22.6,54.8,27.2,32.1,375.7,7.1,13.1,26.7,129.7,20.5,190,705.1,,13.5,8.6,50.1,330,5.4,2.9,36.7,20,EvartsUnpubBonnevilleDam,WSU,whole rock,5/23/2012 14:31,45.679356,-121.974584
Tgwr,11BD-R473A,null,54.24,2.339,13.22,12.59,3.344,6.98,3.076,1.787,0.403,0.197,26.5,54.4,29.8,33.9,377.5,5.3,11.9,23.8,130.3,20.4,191.8,704,,12.7,8.8,51.7,332.3,6.7,2.4,36.9,20,EvartsUnpubBonnevilleDam,WSU,whole rock,5/4/2012 21:32,45.677986,-121.975044
Tgwr,11BD-R473B,null,56.56,1.006,17.63,6.26,4.107,7.103,3.966,0.91,0.241,0.108,16.7,30.9,22.2,16.2,132.7,86.5,58,74.6,87.4,21.4,135,254.9,,9.8,5.6,28.1,551.2,1.5,1.5,20.8,20,EvartsUnpubBonnevilleDam,WSU,whole rock,5/23/2012 15:38,45.677806,-121.975084
Twfsg,11BD-R480,null,50.57,3.047,13.07,14.52,4.157,7.948,2.909,1.261,0.624,0.225,23.2,52.2,32.9,37.1,404.3,13.3,17,25.1,143.3,21.8,188.2,557.2,,14.4,6.1,34,317.5,4.4,1.4,40.8,20,EvartsUnpubBonnevilleDam,WSU,whole rock,5/2/2012 22:58,45.626426,-121.926114
Tgsbsf,11BD-R481,null,53.04,1.774,13.89,11.56,5.019,8.647,2.872,1.056,0.27,0.185,17.1,39.3,22.4,34.9,320.5,48.1,20.7,38,112.3,20.1,153.9,452.5,,10.2,5.5,26.9,297.1,2.6,1,31.8,20,EvartsUnpubBonnevilleDam,WSU,whole rock,5/3/2012 0:04,45.626864,-121.925371
Tgsbsf,11BD-R481,11BD-R481R,53.32,1.8,14,11.83,5.06,8.748,2.904,1.061,0.275,0.188,20.1,38.6,22.6,37.4,324.1,48.4,20,41.1,113.6,20.7,158,459.2,,11.6,4.9,28.3,304.4,2.9,1.6,33.4,-9,EvartsUnpubBonnevilleDam,WSU,whole rock,5/4/2012 22:38,45.626864,-121.925371
Tgsbmc,11BD-R482,null,53.21,1.935,13.95,12.21,4.832,8.609,2.996,1.089,0.318,0.207,18,39.5,22.5,36.8,317.8,34.9,16.4,29,120.2,20.5,164.6,494.9,,11.7,4.2,24.2,317.8,4,1.8,35.9,20,EvartsUnpubBonnevilleDam,WSU,whole rock,5/3/2012 1:10,45.626956,-121.925334
Tgww,11BD-R483,null,54.35,2.04,13.58,11.91,3.727,7.613,2.98,1.656,0.316,0.2,21.2,48.9,28.9,34.3,378.2,8.2,8.3,12.1,130.9,20.8,180.4,561.6,,12.8,6.8,42.3,317.5,5.2,1.4,36.1,20,EvartsUnpubBonnevilleDam,WSU,whole rock,5/3/2012 2:16,45.627476,-121.924584
Tgww,11BD-R484,null,55.1,2.11,13.32,12.62,3.445,7.159,3.182,1.587,0.359,0.208,24.2,50.7,28,34.2,359.9,9.1,8.6,11.5,135.4,22.1,187.9,619.4,,13.2,8.5,47.5,316.4,5.5,2.2,37.6,20,EvartsUnpubBonnevilleDam,WSU,whole rock,5/3/2012 3:22,45.627656,-121.924364
Tgo,11BD-R485,null,55.14,1.947,13.53,11.5,3.568,7.201,3.131,1.7,0.337,0.194,26.2,50.9,27.5,32.2,333.4,6.6,9.3,18.8,127.3,21.6,183.6,669.4,,12.6,9,48.3,323,6.5,1.5,35,20,EvartsUnpubBonnevilleDam,WSU,whole rock,5/3/2012 4:28,45.628306,-121.923734
Tgo,11BD-R486,null,55.44,1.954,13.5,11.57,3.421,6.999,3.092,1.768,0.325,0.188,23.5,54.5,28.9,31.3,323.6,11.1,9.8,18.8,123.9,21,187.1,697.4,,12.7,7.6,52.3,309.7,6.1,2.8,35.3,20,EvartsUnpubBonnevilleDam,WSU,whole rock,5/3/2012 5:34,45.628536,-121.923344
Tggc,11BD-R487,null,55.76,1.955,13.53,11.25,3.33,6.897,3.049,1.922,0.316,0.189,26,52.4,26.9,31.1,332.8,6.1,10.2,17.9,123.5,21.7,192.9,699.5,,12.6,9.8,56.3,309.8,7,1.6,34.9,20,EvartsUnpubBonnevilleDam,WSU,whole rock,5/3/2012 6:40,45.628906,-121.923094
Tggc,11BD-R488,null,55.75,1.953,13.46,11.53,3.282,6.807,3.112,1.838,0.309,0.182,22.9,55.5,28.4,29.2,334.4,6.4,10.1,15.8,120.6,21.3,193.1,729.1,,12.8,9.8,56.1,311.8,6.4,1.4,35.3,20,EvartsUnpubBonnevilleDam,WSU,whole rock,5/3/2012 7:46,45.629176,-121.922994
Tggc,11BD-R489,null,54.96,1.982,13.69,11.65,3.639,7.13,3.155,1.681,0.342,0.189,22.2,49.4,26.1,32,331.4,12.1,12.4,23.3,124.4,20.3,177.2,679.7,,12,8.3,49.6,329.2,6.3,0.8,35.5,20,EvartsUnpubBonnevilleDam,WSU,whole rock,5/3/2012 8:52,45.629276,-121.922844
Tgwr,11BD-R490,null,54.2,2.343,13.39,12.12,3.345,6.891,2.853,1.989,0.354,0.186,25.1,55.3,30.7,29.9,359.8,7.4,10.2,20.8,129.1,19.9,200.7,700.2,,14,9.9,55.3,316.1,5.8,2.4,39.6,20,EvartsUnpubBonnevilleDam,WSU,whole rock,5/3/2012 9:58,45.629786,-121.921464
Tgwr,11BD-R491,null,54.43,2.343,13.57,12.17,3.51,7.117,3.052,1.891,0.367,0.193,27,57.3,31.1,32,374.8,8.9,12.5,22.2,132,22,201.9,697.4,,12.4,8.6,55.9,315.6,6.7,3.7,37.8,20,EvartsUnpubBonnevilleDam,WSU,whole rock,5/3/2012 11:04,45.629856,-121.919464
Tgwr,11BD-R492,null,54.12,2.262,13.43,12.44,3.458,7.092,3.156,1.689,0.355,0.196,25.5,57.2,30.7,31.2,398.6,6.7,10.2,17.9,128.3,20.9,187.3,684.7,,12,9.3,50.5,339.7,6,3.9,36.2,20,EvartsUnpubBonnevilleDam,WSU,whole rock,5/3/2012 13:44,45.630826,-121.919644
Tgdg,11BD-R493,null,54.31,2.169,13.34,12.52,3.527,7.219,3.178,1.579,0.366,0.204,22.3,50.5,27.8,34.8,388.9,8.1,9,18.4,125.2,21.7,179.7,600.1,,12.2,7.4,48.3,308,5.5,3,34.9,20,EvartsUnpubBonnevilleDam,WSU,whole rock,5/3/2012 17:02,45.632086,-121.918914
Tgtbp,11BD-R494,null,54.47,1.924,13.8,11.45,3.932,7.643,3.122,1.366,0.31,0.195,20.7,48,27.8,33.5,321.5,6.2,8.6,16.3,119.8,21.1,176.9,558.2,,11.4,7.4,44.4,313.7,4.6,0.4,35.9,20,EvartsUnpubBonnevilleDam,WSU,whole rock,5/3/2012 18:08,45.633106,-121.918364
Tgtbp,11BD-R495,null,54.78,1.992,13.75,11.68,3.88,7.602,3.208,1.441,0.329,0.201,18.3,49.8,25,32.3,329.8,4.6,8.1,18.6,122.9,20.2,179.9,583.1,,11.7,8.3,45.1,313.6,4,3.7,35.8,20,EvartsUnpubBonnevilleDam,WSU,whole rock,5/3/2012 19:28,45.633036,-121.917764
Tgtbw,11BD-R496,null,55.09,2.248,13.13,12.23,3.028,6.614,3.056,1.959,0.383,0.193,29.5,56.5,30.9,31.7,345.2,3.3,8.3,26.6,135.2,20.2,211.8,695.6,,15.1,9.5,54.5,303.7,5.6,2.5,41.7,20,EvartsUnpubBonnevilleDam,WSU,whole rock,5/3/2012 20:34,45.633765,-121.918459
Tgwr,11BD-R518A,null,53.82,2.286,13.65,11.4,3.427,7.354,3.004,1.571,0.363,0.198,25.7,54.1,29.2,31.4,400.7,6.7,10.5,16.4,132.1,21.2,189.2,725.7,,12.2,7.5,44.9,371.9,5.1,1,40.1,20,EvartsUnpubBonnevilleDam,WSU,whole rock,5/4/2012 0:59,45.723826,-121.903114
Tgwr,11BD-R518B,null,55.03,2.355,13.45,12.08,3.387,7.057,3.092,1.969,0.408,0.2,27,56.7,29.6,31.9,378.4,6.4,11.1,25.3,132.4,21,193.2,712.1,,13.2,8.6,52.4,335.8,6.2,1.8,37.6,20,EvartsUnpubBonnevilleDam,WSU,whole rock,5/4/2012 2:05,45.723086,-121.901664
Tgwr,11BD-R518C,null,55.14,2.364,13.38,12.07,3.232,6.921,3.071,1.998,0.429,0.197,24.5,55.5,28.4,31.4,368,4.1,11.6,16.6,134.5,21.6,196.9,723.6,,13.7,9.5,54.9,333.6,6.4,2.6,37.2,20,EvartsUnpubBonnevilleDam,WSU,whole rock,5/4/2012 3:11,45.723086,-121.901664
Tggc,11BD-R519,null,55.07,1.98,13.72,11.53,3.613,7.104,2.961,1.935,0.339,0.187,24,48.6,26.8,32.9,333.4,11.1,13.8,23.6,125.7,20.9,178.3,671.1,,12.3,9.4,50.6,329.5,6.4,2.2,34.6,20,EvartsUnpubBonnevilleDam,WSU,whole rock,5/4/2012 4:17,45.625226,-121.905384
Tgwr,11BD-R520,null,55.25,2.368,13.62,11.58,3.344,6.967,3.045,2.047,0.37,0.187,28.2,59.2,28.1,30.7,364.1,6.6,10.3,20,131.2,22.1,206.1,743,,13.7,8.8,59,322.1,7,2.7,38.1,20,EvartsUnpubBonnevilleDam,WSU,whole rock,5/4/2012 5:23,45.626486,-121.905784
Tgwr,11BD-R520,11BD-R520R,55.21,2.361,13.59,11.74,3.342,6.959,3.031,2.052,0.37,0.186,27.3,56.5,31.9,31,362,7,10,18.1,130.6,22.1,205.8,741.2,,13.3,9.8,58.9,322,7.1,1.8,38.3,-9,EvartsUnpubBonnevilleDam,WSU,whole rock,5/4/2012 23:44,45.626486,-121.905784
Tgwr,11BD-R521,null,54.53,2.33,13.59,12.3,3.534,7.123,3.108,1.799,0.371,0.193,25.6,57.6,30.3,32.6,373.1,8.6,15.7,22.3,128.4,19.7,201.7,704,,13.1,8.2,55.6,318.9,6.6,3.1,38.2,20,EvartsUnpubBonnevilleDam,WSU,whole rock,5/4/2012 6:29,45.626936,-121.906034
Tgwr,11BD-R522,null,54.34,2.277,13.55,12.52,3.588,7.157,3.183,1.681,0.366,0.2,25.5,52,29.4,32.4,408.3,8.3,12.2,18.4,130.2,22.2,185.8,675.5,,12.7,7.9,50.6,337.3,5.8,1.9,36.2,20,EvartsUnpubBonnevilleDam,WSU,whole rock,5/4/2012 7:35,45.627726,-121.906634
Tgdg,11BD-R523,null,54.42,2.176,13.37,12.66,3.486,7.148,3.073,1.752,0.37,0.208,18,50.9,25.7,34.5,374.8,7.8,8.8,16.5,127.1,21.3,184.3,600.1,,12.2,8.5,50.9,308.2,5.3,1.5,36.3,20,EvartsUnpubBonnevilleDam,WSU,whole rock,5/4/2012 8:41,45.628336,-121.906944
Tgdg,11BD-R524,null,54.13,2.174,13.42,12.7,3.605,7.259,3.046,1.71,0.364,0.206,21.9,50.7,28.4,34.7,389.5,9.8,9.7,18.8,126.9,22.4,179.2,582.8,,12.1,8.5,49.2,310.4,5.1,1.9,35.5,20,EvartsUnpubBonnevilleDam,WSU,whole rock,5/4/2012 9:47,45.628847,-121.907021
Tgtbp,11BD-R525,null,54.46,1.953,13.73,11.74,3.931,7.61,3.111,1.422,0.318,0.199,20.7,44.8,25.2,32.9,323.6,7.3,9.2,17.3,119.5,21.3,178.3,567.8,,11.5,8.1,45.5,314.1,4.5,2.7,36.4,20,EvartsUnpubBonnevilleDam,WSU,whole rock,5/4/2012 10:53,45.629026,-121.907064
Tgtbp,11BD-R526,null,54.7,1.982,13.69,11.77,3.904,7.588,3.18,1.437,0.326,0.199,22.1,45.7,25.4,32.7,323,4,10.8,17.9,119.9,20.8,179,582.8,,11.8,6.8,44.6,313.2,4.9,1.4,35.7,20,EvartsUnpubBonnevilleDam,WSU,whole rock,5/4/2012 11:59,45.629306,-121.907364
Tgtbw,11BD-R527,null,55.5,2.263,13.25,12.25,3.072,6.711,3.267,1.724,0.383,0.195,25,59.5,32.8,30.3,345.6,3.6,7.9,23.8,135.1,22.3,210.3,689.1,,15.6,10,52.8,306.4,5.5,2.9,41.8,20,EvartsUnpubBonnevilleDam,WSU,whole rock,5/4/2012 13:05,45.629456,-121.908014
Tgsbmc,11BV-G1449,null,53.54,1.94,13.81,12.34,4.735,8.529,2.932,1.196,0.289,0.211,20.4,39.6,20.2,38.4,335.9,21.8,13.8,29.1,117.9,22.2,160.6,486.4,,11.1,4.9,31.1,322.5,3.6,0,33.8,20,EvartsUnpubBridalVeil,WSU,whole rock,3/23/2012 11:37,45.621086,-122.138894
